MinTemp,MaxTemp,Rainfall,WindSpeed,Humidity,Pressure,RainTomorrow
22.1,27.2,21.6,9,85,1004.3,1
20.5,34,21.2,31,22,1003.1,0
19,35.9,0,37,18,1002.7,0
20.7,35.8,0,35,19,1003.2,0
20.6,35.8,0,17,25,1002.9,0
22.2,37.8,0,19,41,1004.9,0
23.1,37.7,0,28,27,1002.8,0
26,36.8,0,19,36,1002.6,0
25.1,36.1,0,35,33,1002.4,0
24.9,38,0,30,30,1002.9,0
28,37.2,0,35,37,999,0
25.1,33.8,0,22,39,1000.1,0
21.8,32.2,0,9,31,1005.5,0
17.6,33.7,0,19,16,1006,0
14.5,35.3,0,24,10,1004.5,0
17.8,32.2,0,19,24,1005.9,0
14.3,29.9,0,28,17,1010.2,0
14.5,29.9,0,28,15,1012.5,0
12.7,29.8,0,28,12,1012.1,0
12.1,30.5,0,28,17,1011,0
19.9,33.2,0,24,17,1009.7,0
22.6,27.5,0,13,51,1010.5,1
18.7,25,2.6,19,73,1009.3,0
18.2,32,0.8,22,19,1009.6,0
16.7,33.5,0,22,30,1010.1,0
19.1,34.2,0,24,21,1010.9,0
15.6,33.9,0,28,11,1011.1,0
16.1,34,0,19,19,1011.3,0
16.4,33.4,0,20,33,1011.7,0
19.3,31.1,0,26,49,1011.5,0
20.9,35.1,0,24,28,1010.7,0
23,36,0,20,20,1010.6,0
21.1,31.1,1,7,40,1011.5,0
17.2,35.9,0,19,16,1009,0
18.3,35.9,0,22,19,1010.1,0
18.7,36,0,15,14,1011.2,0
18,36.1,0,26,13,1011.6,0
17.6,36.6,0,22,13,1010.3,0
18.6,38,0,15,13,1009.3,0
25.7,40.9,0,24,10,1006.2,0
21.8,36.3,0,17,19,1009.9,0
20.1,35.7,0,19,22,1012.4,0
20.5,37.1,0,17,15,1014.4,0
17.7,35.4,0,26,9,1014.5,0
16.6,35.5,0,17,18,1010.7,0
19.2,36.9,0,20,13,1009.8,0
19,35.8,0,11,14,1011.2,0
18.1,35.6,0,22,13,1012.8,0
16.7,28.7,0,20,19,1013.6,0
10.4,27.2,0,20,13,1013,0
10,27.8,0,13,15,1012.4,0
9.7,30.9,0,15,9,1010.6,0
11.8,33.3,0,19,7,1011.3,0
12.7,35.7,0,9,10,1011.3,0
15.2,36.2,0,11,7,1012.1,0
18.1,36.4,0,9,9,1011.1,0
17.7,37.4,0,13,11,1009.5,0
24.3,39.7,0,13,10,1007.8,0
20.2,29.8,0,20,37,1013.6,0
17.4,29.3,0,17,40,1013.8,0
18.4,30.6,0,15,36,1013.9,0
21.9,32,0,6,77,1013.3,1
19.6,29.7,20,11,55,1010.3,1
18.7,20.6,6.6,9,92,1012.6,1
17.5,22.6,35.4,9,86,1011,1
16.2,28.2,16.6,22,46,1010.9,0
16.5,22.2,0,19,64,1012.7,0
17.1,23,0,26,48,1012.6,0
11.9,23.6,0,24,34,1013.8,0
12,24.8,0,20,33,1014.2,0
11,25.5,0,20,30,1015.9,0
11.4,25.8,0,15,28,1016.6,0
10.2,26.9,0,17,20,1017.2,0
9.7,27.4,0,20,19,1017.7,0
9.5,27,0,22,21,1015.8,0
10.4,27.3,0,11,22,1014.6,0
9.9,28.7,0,11,19,1013.7,0
11.9,30.8,0,17,13,1013.1,0
10.5,29.8,0,13,16,1013.3,0
11.2,29.3,0,13,18,1012.3,0
10.5,29.8,0,9,21,1011.9,0
12.6,31.8,0,22,16,1012.3,0
12.7,33.2,0,19,21,1012.6,0
16,34.3,0,15,20,1012.7,0
17.6,31.8,0,33,60,1013.8,1
12.4,16.9,12,17,74,1017.9,0
10.2,21.3,0,11,46,1016.7,0
7.9,21.7,0,24,34,1015.7,0
7.7,19.9,0,15,35,1015.7,0
8,21.9,0,9,39,1017.1,0
8.2,23.9,0,6,32,1018.5,0
9.7,23.2,0,15,37,1018.6,0
7.3,23.3,0,19,29,1018.1,0
6.4,24.2,0,11,24,1015.3,0
11,29.7,0,9,20,1013.4,0
14.5,28.3,0,9,22,1015.6,0
12,26.9,0,17,28,1018.2,0
12.8,21.7,0,7,55,1020.7,0
9.8,28.3,0,19,21,1018.3,0
8.7,27.1,0,17,24,1017.2,0
7.7,26.4,0,13,23,1018.2,0
8.5,26.7,0,17,20,1018,0
11.8,26.9,0,17,26,1017.7,0
10.8,28.1,0,11,28,1017.5,0
12.2,24.2,0,11,39,1018.6,0
9.4,27.1,0,17,29,1017.3,0
10.3,28.1,0,7,29,1015.6,1
14.6,23.6,4.6,13,56,1015,0
10.6,26.8,0.8,9,32,1015.1,0
10.4,27.7,0,19,27,1016.4,0
10.3,29.3,0,11,30,1015.7,0
14.4,25.6,0,19,40,1015.1,0
10.8,26.9,0,9,30,1015,0
8.2,24.7,0,15,32,1016.9,0
11.9,26,0,11,32,1015.7,0
12.4,28.8,0,17,24,1012.9,0
9.3,20.7,0,11,36,1017.6,0
4.2,20.3,0,11,31,1019.2,0
3.3,21.1,0,15,26,1019,0
2.5,19.5,0,13,49,1019.1,0
1.9,20.2,0,19,36,1021.2,0
3.8,19.9,0,24,37,1022.5,0
6.1,19.3,0,26,31,1024,0
5.5,18.4,0,24,30,1024.5,0
1.1,18.5,0,24,30,1024.1,0
0.3,18.7,0,22,30,1021.8,0
0.6,17.9,0,19,21,1018,0
1.1,24.4,0,9,30,1012.9,0
8,22.8,0,19,26,1013.5,0
10.1,16.9,0,17,39,1019.1,0
2.1,16.1,0,17,40,1022.2,0
6.6,16.6,0,17,37,1023.3,0
1.2,16.2,0,26,34,1025.3,0
-1,18.2,0,24,22,1024.6,0
-1,20.9,0,9,24,1020.6,0
4.6,25.3,0,17,22,1017.6,0
4.5,24.2,0,7,20,1019.9,0
3.1,24.5,0,6,19,1020.4,0
4,26.5,0,15,18,1018.2,0
9.1,21.5,0,22,34,1020.2,0
9.1,14.6,0,17,38,1023.7,0
-0.3,18,0,17,36,1024.7,0
-0.5,20.3,0,11,26,1022.1,0
1.5,24.2,0,22,13,1014.9,0
4.4,16.2,0,17,25,1020.1,0
0.2,16.2,0,15,32,1023.1,0
0.8,17.3,0,24,31,1025.7,0
-1.8,16.6,0,19,27,1026.9,0
-1.9,17.2,0,17,22,1022.5,0
-3,19.8,0,13,14,1018.5,0
-1,19.8,0,11,13,1020.5,0
0,19,0,11,27,1023.6,0
-2.2,19.9,0,11,20,1020.6,0
-1.8,24,0,9,7,1015.1,0
5,25,0,22,7,1010.1,0
4.8,18.3,0,17,20,1016.4,0
-0.6,16.4,0,11,27,1020.5,0
-2,20.5,0,9,17,1019,0
-0.1,19,0,20,17,1022.3,1
7,7.5,2.4,15,97,1022.8,1
6.3,13.8,23.8,9,74,1018.7,0
7.3,20.8,0.2,22,48,1017.3,0
4.6,18.9,0,7,38,1021.1,0
3.4,17.9,0,17,27,1024.3,0
1.7,16.3,0,19,40,1024.1,0
7.7,16.5,0,20,24,1021,0
1.6,22.8,0,15,18,1018.2,0
3.6,25.3,0,11,17,1019,0
8.8,26.1,0,22,20,1015.9,0
14.1,26.1,0,28,14,1013.2,0
8.1,22.1,0,11,30,1014.9,0
6.2,22.6,0,15,32,1021,0
3.8,21.8,0,17,27,1024.3,0
4.5,25.4,0,13,19,1022,0
5,26.1,0,13,16,1019.8,0
5.5,25.6,0,13,17,1020.7,0
5.5,24.2,0,11,15,1020.3,0
5,26.9,0,20,12,1016.8,0
7.2,17.7,0,22,38,1022.5,0
1.2,17.2,0,19,22,1023,0
0.1,16.6,0,17,17,1024.6,0
-1.7,15.6,0,33,16,1026.7,0
-0.7,19.8,0,26,20,1025.9,0
7.1,21.8,0,31,37,1024.2,0
9.9,23.8,0,20,23,1023.6,0
4.4,23.3,0,22,15,1023.1,0
2.8,22.8,0,9,15,1024.1,0
2.1,22.9,0,20,20,1023.7,0
3.9,21.8,0,20,26,1023.7,0
4.5,17.5,0,24,28,1025.3,0
0.1,14.2,0,24,16,1026.8,0
-1.8,14.5,0,20,23,1023.9,0
0.3,16.7,0,24,16,1020.6,0
2.5,18,0,17,31,1018.7,0
2.7,18.9,0,20,28,1020.3,0
-0.5,18.7,0,9,26,1020.6,0
0.4,20,0,15,17,1019.6,0
0.7,20.5,0,11,17,1018.3,0
1.3,21.9,0,24,16,1018.6,0
1.1,23.9,0,17,9,1019.7,0
3.6,25,0,22,9,1021.6,0
3.7,25.2,0,28,12,1023.3,0
4.1,24.3,0,26,14,1023.3,0
3.8,24.1,0,17,9,1021.5,0
0.5,24,0,20,8,1021.2,0
2.6,23.8,0,19,12,1021.6,0
4.1,24.4,0,19,14,1020.4,0
4,25.3,0,15,9,1018.1,0
4.1,27.7,0,15,6,1015.5,0
6.8,31.6,0,22,3,1014.2,0
10.6,21,0,22,29,1021.1,0
2.7,25.4,0,9,15,1017.4,0
9.8,30.6,0,24,11,1012.2,0
9.8,22.9,0,13,23,1015.1,0
13,28.4,0,15,17,1014.9,0
7.2,32.5,0,9,12,1014.3,0
13.9,34.2,0,30,8,1012,0
16.2,34.2,0,28,12,1012.3,0
11.6,27.5,0,22,15,1016.2,0
8.5,27.8,0,20,12,1017.5,0
8,28.4,0,30,10,1019.1,0
6.3,28.1,0,20,10,1018,0
6.9,30.2,0,17,7,1015.2,0
7.8,31.6,0,11,5,1014,0
9,29,0,11,17,1014.9,0
9.4,28.9,0,15,15,1016.7,0
11.5,33,0,24,10,1015.2,0
12.6,34.3,0,24,8,1013.9,0
14.9,28.6,0,20,12,1015.6,0
9.6,24.7,0,24,8,1019.8,0
4.7,27.1,0,11,6,1014.9,0
9,32.3,0,30,4,1009.3,0
8.8,25,0,20,24,1016.8,0
9,26.8,0,17,25,1019.2,0
8.4,29.3,0,19,19,1017.8,0
8.3,32,0,19,6,1016.6,0
11.9,34.8,0,9,8,1012.2,0
16.8,36.4,0,9,4,1010.4,0
14.2,38.1,0,17,7,1011.7,0
15.1,31.7,0,31,13,1016.3,0
10.8,31.5,0,19,10,1015.6,0
12.3,34.4,0,9,6,1010.9,0
12.8,34.5,0,13,13,1011.4,0
13.8,36.7,0,17,10,1009.6,0
19,40.1,0,26,6,1006.9,0
19,28.5,0,19,13,1014.4,0
11.1,30.5,0,17,8,1014.7,0
10.1,34.7,0,11,4,1012.1,0
15.2,37.7,0,19,4,1008.4,0
14.7,30.9,0,11,17,1010.4,0
12.7,36.6,0,13,8,1007.7,0
12,30.6,0,22,10,1014.8,0
13.4,24.3,0,20,9,1019,0
7.8,26.2,0,22,5,1017.7,0
5.1,28.1,0,22,5,1016.5,0
7,30.4,0,20,4,1016,0
7.3,33.1,0,17,2,1014.9,0
9.7,36.2,0,11,2,1013.6,0
11.9,36.7,0,15,6,1013.6,0
16.3,37.9,0,13,6,1014,0
17.5,37.4,0,24,9,1013.4,0
20.9,37.6,0,17,11,1011.9,0
22.6,38,0,17,9,1012.3,0
19.6,38.7,0,26,8,1012.9,0
25.6,39.3,0,24,12,1010.5,0
22.7,36.6,0,17,15,1012,0
21,30.5,0,13,19,1015.1,0
14.1,36.1,0,9,10,1011.8,0
17.1,38.8,0,11,9,1008.3,0
23,35.2,0,24,13,1008.4,0
21.5,28.1,0,17,47,1012,0
14.3,30.5,0,19,13,1014.5,0
14.2,36.4,0,13,12,1011.8,0
19.7,37.4,0,13,12,1011.5,0
16.7,35.9,0,17,14,1012.8,0
15.8,36.8,0,9,9,1010.2,0
15.8,40.3,0,15,5,1008.7,0
24.4,39.6,0,24,8,1010.4,0
23.6,36.5,0,26,11,1013.3,0
17.7,36.5,0,26,8,1012.3,0
17.4,37.4,0,11,4,1010.2,0
14.2,40.2,0,9,4,1007.1,0
16.4,44.9,0,11,4,1004.2,0
24.7,37,0,24,18,1007.6,1
20.7,30.5,2.6,31,33,1012.7,1
15.2,22.2,4.2,11,57,1014.7,0
14.2,31.5,0,15,18,1012.6,0
19.7,29.7,0,11,19,1014.5,0
15.1,38.4,0,17,14,1009.8,0
22.1,39.2,0,7,15,1007.1,0
22.6,41.6,0,19,13,1004.5,0
23,39.5,1,11,16,1006.7,0
24,40.2,0,24,17,1005.9,1
24.5,30.9,0,24,36,1012.8,0
17.3,35.3,0,20,18,1010.2,0
22.6,31.7,0,20,15,1011.6,0
15.4,37.4,0.8,15,9,1007.9,0
20.7,40.1,0,7,14,1003.1,0
23.4,38.8,0,20,18,1002.7,0
20.8,37.4,0.8,9,21,1002.6,0
25.9,39.4,0,20,32,1001.7,1
21.9,39.4,1.6,33,26,1004.1,1
23.4,41.5,1.2,13,19,1006,1
23.9,39.2,4,22,61,1005.7,0
20.2,40,0.4,17,17,1001.5,1
22.4,37.8,4.6,26,30,999.9,0
24.1,40.3,0,22,21,1002.7,0
23.5,42.3,0,11,14,1004.6,0
26.5,39.5,0,20,17,1005.6,0
24.1,38.8,0,22,23,1005.6,0
21.6,36.2,0,19,12,1007.1,0
19,38.5,0,19,8,1006,0
17.6,42.6,0,13,6,1004.1,0
28.5,44,0,20,9,1002.1,0
25.4,39.9,0,24,18,1003.8,0
23.5,37.9,0,13,36,1003.8,1
20.3,32.8,9.6,13,42,1008.8,0
21,35.4,0,15,23,1011.2,0
20.7,37.8,0,15,13,1007.9,0
23.1,40.3,0,15,10,1005.4,0
27.2,40.8,0,17,18,1002.9,0
25.2,30.8,0,22,42,1008.8,1
18.4,22.3,3.2,13,91,1010.4,1
17.4,27.3,9.4,17,50,1008.8,0
19.8,26.1,0,28,37,1010.2,0
14.1,31.4,0,24,17,1009.5,0
16.3,34.5,0,19,25,1007.7,0
21.6,37,0,20,11,1007.6,0
17.8,37.1,0,28,6,1009.1,0
19.2,37.8,0,11,9,1006.9,0
19.7,40.3,0,15,7,1003.6,0
23.8,41.4,0,7,9,1004,0
26.2,36.4,0,9,28,1005.4,0
24.8,29,0.2,13,56,1007.1,0
22.7,27.1,0.6,20,72,1006,0
22.6,30.9,0.8,24,46,1003.7,1
21.7,29.2,2.2,28,67,1002.1,1
22,25.7,57.8,15,96,1000,1
22.9,29.2,61.6,15,72,995.5,1
19.5,22,42.4,28,95,999.2,1
16.9,23.8,24.2,19,86,1002.9,1
18.1,27.9,4.6,13,71,1003.9,0
20.8,32.7,0.8,17,45,1005.1,0
21.4,31.3,0,15,29,1007.3,0
18,32.2,0,22,21,1006.5,0
19.4,34.3,0,24,19,1007.6,0
18.8,36.2,0,28,13,1008.3,0
20,37,0,17,11,1009,0
22,38.7,0,9,16,1006.5,0
24.7,34.3,0,30,17,1004.5,0
16,34.2,0,19,26,1003.7,0
19.5,37,0,19,18,1003.3,0
21.5,39.1,0,7,20,1003.8,0
23.7,35.6,0,15,18,1006.8,0
21.2,30.2,0,28,25,1008.5,0
21.3,27.2,0,15,24,1007.7,0
19.7,31.4,0,22,14,1006.1,0
13,31.5,0,19,11,1006.7,0
16.1,34.6,0,9,17,1006,0
18.2,37,0,7,16,1006,0
18.8,37.3,0,19,12,1007.3,0
18.4,31.9,0,24,17,1012.1,0
12.6,30.8,0,24,14,1011.9,0
14.5,33.5,0,26,17,1010,0
15.4,33.9,0,13,19,1009.6,0
17.3,36.4,0,9,18,1010.5,0
20.3,38.3,0,13,18,1011.5,0
21.3,38.7,0,19,17,1013.1,0
19.5,39.1,0,28,13,1012.4,0
18.7,39.2,0,24,12,1011.4,0
20.2,39.1,0,20,13,1009,0
17.2,38.4,0,26,12,1008.8,0
20.4,37.5,0,26,13,1009,0
20.5,38.2,0,20,17,1008.9,0
20.4,38.4,0,26,13,1008.4,0
20.6,39.1,0,13,17,1008.5,0
21.8,38.8,0,20,16,1007.9,0
22,36.6,0,13,18,1006.7,0
19.7,37.4,0,22,10,1005.8,0
21.9,37.3,0,24,13,1004.6,0
19,36.3,0,6,17,1004,0
25,38.5,0,17,31,1004.2,0
23.4,37.8,0,17,32,1007.8,0
22.4,36.6,0,15,25,1008.9,0
20.8,37.9,0,11,22,1006.8,0
26.2,38.5,0,17,20,1004.5,0
20.9,39.8,0,19,16,1002.7,0
21.8,41.3,0,11,12,1001.6,0
23.9,36.7,0,22,22,1006.5,0
23.5,39.3,0,17,16,1005.3,0
23.3,40.1,0,28,13,1007,0
24,40,0,17,14,1008.6,0
25.1,35.1,0,28,16,1011.9,0
19.4,32,0,28,13,1010.3,0
14.9,31.9,0,20,6,1009,0
17.2,33.3,0,17,12,1009.5,0
16.8,34.3,0,15,14,1008.8,0
16,33.6,0,15,16,1009.8,0
14.7,34.6,0,35,21,1010.5,0
15.9,33.6,0,20,11,1011.2,0
14.2,34,0,22,15,1010.6,0
15.6,34.3,0,17,10,1010.7,0
11.7,35.2,0,19,4,1009.7,0
12,38.2,0,15,5,1006.5,0
20.1,41.8,0,17,8,1003.2,0
20.9,41.4,0,7,11,1004.1,0
23.3,42.5,0,11,11,1006.9,0
25.5,35.4,0,30,22,1014,0
22.7,30.6,0,17,26,1016,0
15,35.1,0,15,13,1011.4,0
15.9,35.4,0,20,17,1010.7,0
17.5,28.2,0,17,24,1014.9,0
17.6,30.5,0,26,19,1016.1,0
14,29.1,0,26,17,1019.4,0
13.5,28.1,0,22,11,1018.1,0
13.8,29.5,0,19,10,1015.2,0
12.9,30.9,0,26,7,1017.2,0
16.4,31.9,0,24,19,1017,0
12.8,31.8,0,19,13,1014.7,0
12.3,33,0,24,7,1012.9,0
16.2,33.1,0,17,20,1012.4,0
18.2,32.4,0,17,25,1012.7,0
18.9,32.2,0,22,23,1012.5,0
21.2,34.6,0,13,22,1009,0
17.6,26.5,0,20,19,1012.9,0
12.1,22.7,0,20,25,1018.7,0
4.8,24,0,24,23,1019,0
5.9,24.3,0,15,19,1017,0
6.7,25.9,0,17,10,1015.9,0
7.1,28.4,0,15,10,1013.8,0
9.5,31.2,0,11,10,1012.8,0
10.2,34.7,0,9,8,1010.5,0
13.4,36.2,0,11,9,1011.1,0
16.6,38.3,0,11,8,1013.5,0
18.3,35.4,0,33,56,1014.5,1
17.4,19,5.2,9,88,1015.2,1
16.5,19,2.4,13,66,1019,0
11.5,20.5,0,26,36,1022.6,0
12.4,18.5,0,30,22,1023.5,0
6.9,19.7,0,28,11,1020.5,0
5.4,21.8,0,19,19,1016.5,0
12.2,22.4,0,7,22,1014.4,0
12.5,26.1,0,24,14,1013.2,0
8.1,20.8,0,19,23,1017.6,0
4.5,21.6,0,22,24,1019.5,0
6.7,20.7,0,22,29,1020.4,0
3.9,20,0,20,26,1020.3,0
3.5,19.4,0,20,23,1020.4,0
1.7,19.9,0,17,17,1019.2,0
1.6,23,0,11,10,1017.8,0
7.8,25.3,0,15,6,1017.1,0
5.9,26.7,0,11,10,1015.9,0
8.6,32.8,0,6,7,1012.5,0
14,24.4,0,20,20,1016.7,0
5.9,21.8,0,22,27,1020.6,0
5,21,0,20,23,1023.8,0
4.3,20.8,0,17,26,1020.7,0
3,22,0,13,17,1019.7,0
3.8,23.2,0,20,18,1020.9,0
4.9,24,0,17,21,1021.2,0
5.5,23.7,0,13,33,1020.3,0
9.8,18,0,30,36,1026.5,0
1.2,15.9,0,30,12,1029,0
0.3,17,0,30,20,1026.2,0
-1.2,18.8,0,20,19,1022.2,0
1.1,23.5,0,17,20,1018.9,0
6.4,27.9,0,19,26,1016.5,0
9.9,25.9,0,6,20,1016,0
14.7,23.7,0,13,27,1018.6,0
11.5,18.4,0,19,33,1024.1,0
1.5,16.8,0,20,28,1024.4,0
-1.6,18.4,0,17,25,1021.9,0
1.5,22,0,11,33,1020.5,0
7.5,22.1,0,4,37,1021.1,0
11.4,26.2,0,11,25,1019.7,0
13.6,28.6,0,13,29,1016.8,0
11.3,28.7,0,9,36,1016.8,0
9.6,29.5,0,13,26,1017.1,0
12.4,24,0,15,47,1017.3,0
15.9,19.7,0,20,75,1019.7,0
11.8,18.9,0,20,44,1022.6,0
4.4,22.7,0,19,26,1020.6,0
7.6,28.9,0,9,21,1018.6,0
8.2,24.7,0,20,24,1022.4,0
5.2,23.5,0,24,26,1023.9,0
2.7,21.1,0,19,20,1022.6,0
1.3,21.9,0,13,17,1021.7,0
0.3,21.2,0,13,21,1020.8,0
2.2,21,0,15,27,1023.3,0
6.1,16.5,0,19,49,1024.9,0
6.1,19.9,0,17,34,1022.6,0
5.7,21.4,0,22,34,1019.2,0
7.7,23.9,0,13,49,1016.7,1
10.2,23.3,2.4,7,50,1015.7,0
10.2,25.6,0,13,35,1016,0
11.6,24.2,0,15,58,1017.3,0
5.6,20.4,0,15,38,1018.7,0
3.9,18.8,0,17,36,1020.1,0
2.7,17.7,0,17,36,1021.9,0
2.1,17.6,0,11,42,1021.8,0
0.7,20.8,0,9,20,1019.9,0
1.4,24.6,0,17,7,1017,0
5.8,26.1,0,19,11,1018,0
4.4,17.4,0,22,39,1026.1,0
1.9,16,0,28,37,1027.8,0
0.2,15.8,0,17,41,1027.2,0
-0.2,17.2,0,17,38,1025.1,0
1.6,20.3,0,15,35,1023.9,0
7.1,22.1,0,20,41,1022.6,0
9.2,18.6,0,19,49,1025.5,0
3.2,19.5,0,15,37,1026.2,0
0.7,18.7,0,17,20,1025.2,0
-0.6,18.3,0,9,21,1022,0
-1.7,18.8,0,17,19,1020.5,0
-0.7,19.8,0,7,18,1019.6,0
0.5,21.8,0,15,22,1018.7,0
1.5,20.2,0,19,23,1019.7,0
1.6,19.5,0,15,23,1018.5,0
-0.2,22.5,0,11,18,1018,0
9.8,23.9,0,9,22,1018.8,0
3.4,18.4,0,19,22,1023.3,0
1.3,14.8,0,17,31,1025.9,0
-0.3,16.1,0,20,36,1025.8,0
0.2,14.7,0,9,44,1023.4,0
5,14.8,0,20,50,1023.2,0
0.7,15.5,0,22,28,1024.2,0
-2.3,15.2,0,20,25,1025.5,0
-3.6,15.4,0,19,27,1025.8,0
-3.9,15.9,0,15,24,1024.6,0
-5,18.2,0,9,16,1022.4,0
-1.9,22.8,0,19,1,1018.4,0
7.8,24.9,0,11,11,1019.6,0
12.2,28.6,0,26,8,1016.7,0
12.6,20.3,0,13,61,1020.3,0
13.3,20.4,0,19,33,1021.3,0
5.7,19.8,0,22,53,1025.7,0
7.3,18.3,0,26,33,1029.2,0
-1,17.4,0,22,19,1028,0
-3,21,0,11,11,1024.2,0
-0.3,25.1,0,11,3,1022.4,0
5.5,27.4,0,13,3,1019.1,0
8.9,29.9,0,26,6,1015.3,0
8,23,0,20,37,1021.1,0
4.3,17.2,0,24,24,1025.5,0
0.4,17.1,0,22,28,1024.9,0
-0.8,17,0,20,27,1023.2,0
-1.2,18.4,0,19,25,1022.6,0
-0.8,20.3,0,13,25,1021.7,0
-0.2,22.9,0,13,16,1018.3,0
3,26.5,0,6,10,1016.1,0
6.5,25.9,0,7,15,1017.5,0
5.5,26.4,0,26,11,1016.6,0
6.2,17.6,0,19,17,1022.4,0
-0.3,19.4,0,17,27,1023.1,0
-0.1,20.8,0,20,23,1024.3,0
1.7,20.8,0,20,20,1025.7,0
1,21.3,0,15,16,1023.2,0
2.7,21.8,0,17,17,1021.2,0
2.4,22.9,0,20,16,1019.8,0
5.2,27.2,0,7,11,1017.7,0
10.3,28.9,0,13,9,1014.4,0
19.7,32.3,0,26,5,1012.8,0
14.2,33.3,0,28,10,1012.3,0
18.9,30.7,0,26,13,1014.3,0
7.2,21.2,0,13,30,1020.4,0
6.5,20.2,0,20,34,1019.6,0
9,18.5,0.4,22,62,1019.2,0
11.7,19.7,0,22,44,1021.1,0
9.2,20.9,0,17,31,1020.3,0
4.1,23.5,0,15,18,1020.2,0
4,25.9,0,13,14,1018.1,0
11.5,26.6,0,24,11,1015.5,0
16.6,30.2,0,33,12,1008.1,0
13,23.6,0,17,7,1016.1,0
3.9,21.3,0,13,40,1020.2,0
4.2,25,0,17,23,1020,0
4.6,25.4,0,11,15,1017.5,0
6.4,30.5,0,9,10,1015.3,0
8.7,23,0,19,20,1020.9,0
10.2,22.3,0,24,16,1023,0
2.4,23.2,0,20,11,1024.6,0
4.2,24.7,0,15,21,1023.8,0
5.9,27.3,0,7,15,1020.4,0
6.2,29.4,0,13,6,1018.3,0
7.1,31.6,0,20,7,1014.8,0
11.5,33.3,0,17,7,1013.3,0
11.1,28.9,0,19,19,1014.5,0
12.2,28,0,9,14,1017.6,0
11.5,24.2,0,19,21,1021.1,0
7,23.2,0,15,15,1020,0
5,26.7,0,17,15,1016.5,0
5.4,28.6,0,17,8,1015.6,0
8.5,25.4,0,15,20,1019.7,0
7.2,22.5,0,26,12,1022.4,0
4.3,23.2,0,28,12,1022.1,0
2.9,21.7,0,22,6,1020.7,0
0.8,23.2,0,19,5,1018.8,0
2.4,24.9,0,9,6,1018,0
4.4,25.9,0,11,6,1016.7,0
5.6,27.3,0,9,11,1015.7,0
8.1,29.2,0,26,4,1017.1,0
9.3,32,0,19,7,1020.3,0
10.5,34.1,0,19,5,1021.2,0
11.4,33.5,0,17,3,1022.4,0
8.5,33.9,0,24,10,1020,0
11.5,32,0,30,5,1018.2,0
10.2,32.1,0,28,8,1014.1,0
12.5,34.3,0,11,7,1012.8,0
21.4,33.1,0,15,10,1017,0
17.9,34.3,0,22,5,1017.6,0
13.9,34,0,22,9,1017.6,0
13.6,33.5,0,11,12,1017.5,0
13.8,35.3,0,20,5,1015.4,0
15.8,35.2,0,19,7,1015.1,0
13.3,34.3,0,17,8,1015.6,0
12.9,36.1,0,15,9,1013.7,0
13.9,38.6,0,19,5,1011.1,0
14.9,39.1,0,19,3,1010.3,0
17.7,36.9,0,24,7,1014.4,0
15.3,36.3,0,26,6,1015.6,0
15.1,37.5,0,11,8,1012.9,0
21.8,38.7,0,11,8,1011.1,0
22.5,33.4,0,19,16,1014.1,0
15.1,33.8,0,20,9,1014.9,0
13.7,34.2,0,20,6,1013.6,0
15.2,35.3,0,11,3,1013,0
14.6,37.3,0,11,6,1011.9,0
18.1,38.7,0,19,4,1011.7,0
17.4,38.7,0,7,9,1011.8,0
18.3,38.7,0,11,8,1012.1,0
24.6,30.5,0,15,24,1014.9,0
19.8,35.1,0,28,18,1012.3,0
19.1,38,0,20,15,1008.1,0
18.4,40,0,9,10,1006,0
23.9,41.4,0,35,13,1002.8,1
17.7,32.5,21.4,35,38,1005.2,0
19.9,33.2,1,7,20,1006.6,0
16.3,32.6,0,6,19,1009.3,0
17.2,36.7,0,19,15,1008.2,0
20.6,37.6,0,15,13,1009.8,0
21.2,33.1,0,6,16,1012.5,0
18.1,36.2,0,17,7,1009.3,0
22,36.6,0,11,9,1007.6,0
20.1,38.3,0,19,12,1008.2,0
20,40,0,15,7,1009.7,0
21.2,35.6,0,20,17,1011.5,0
18.7,32.4,0,15,11,1012,0
15.4,32.9,0,15,6,1011,0
12.3,34.2,0,15,5,1009.9,0
14.6,36.4,0,17,6,1010.8,0
14.9,39.5,0,13,5,1010.3,0
17.4,41,0,19,8,1009.4,0
22.9,42.2,0,13,6,1008.1,0
22.9,34.5,0,30,15,1013.8,0
16.2,36.6,0,17,8,1011.8,0
16.9,36.9,0,19,8,1011.7,0
18.2,36,0,11,5,1009.4,0
16.9,40.8,0,26,4,1004.8,0
26.2,34.9,0,26,12,1009.7,0
19.8,35.2,0,15,11,1010.8,0
23.1,38.1,0,26,7,1009.3,0
20,40,0,9,12,1006.2,1
20.8,38.9,1.4,9,15,1003.9,1
20.5,35.5,7.4,20,22,1009.3,0
21.1,31.2,0,22,36,1015,0
13.6,35.3,0,13,12,1012.5,0
18.3,39.2,0,11,11,1009.1,0
20.2,41.2,0,15,11,1007,0
29.2,36.8,0,31,24,1008.1,0
23.5,31.3,0.4,7,74,1011,0
21.9,37.2,0.6,11,23,1009.6,0
22.3,39,0,20,20,1009.5,1
21.1,39.6,1.4,22,17,1007.6,0
25.9,39.5,0,24,18,1005.5,1
18.6,34.9,5.8,19,23,1008.4,0
20.1,38.1,0,13,19,1007.1,0
23.7,40.5,0,11,10,1005,0
24.4,37.2,0,17,17,1006.9,0
